Nquest,Weight,City,State,Region,Age Group,Education Level,Socioeconomic Class,Income Group,Internet Access,Ethnicity,Marital Status,Sexual Orientation,Religion,Gender,Children,P1 Count,P1 Count Label
201174066,0.213710409,Rio Branco,Acre,Norte,45 a 59,Elementary,C2,"Up to R$ 1,412.00",Almost always connected,Black,Married,Heterosexual,Catholic,Woman,Children,1,Low user (3-1)
201174727,0.459640607,Rio Branco,Acre,Norte,45 a 59,Elementary,D/E,"From R$ 7,061.00 to R$ 14,120.00",Almost always connected,White,Separated,Heterosexual,Evangelical,Man,No children,2,Low user (3-1)
201176282,0.009780419,Rio Branco,Acre,Norte,16 a 24,Secondary,D/E,"Up to R$ 1,412.00",Sometimes connected,Asian,Separated,Heterosexual,Catholic,Woman,No children,1,Low user (3-1)
201179079,0.518307025,Rio Branco,Acre,Norte,25 a 34,Elementary,D/E,"Up to R$ 1,412.00",Sometimes connected,White,Single,Heterosexual,Evangelical,Man,Children,3,Low user (3-1)
201181225,0.053241014,Rio Branco,Acre,Norte,25 a 34,Higher Education,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Indigenous,Married,Heterosexual,Afro-Brazilian,Woman,No children,1,Low user (3-1)
201183716,0.307581816,Rio Branco,Acre,Norte,45 a 59,Elementary,D/E,"From R$ 7,061.00 to R$ 14,120.00",Never connected,Mixed,Married,Heterosexual,Catholic,Man,Children,0,No user (0)
201184539,0.307581816,Rio Branco,Acre,Norte,45 a 59,Elementary,D/E,"Up to R$ 1,412.00",Always connected,Mixed,Single,Heterosexual,Evangelical,Man,Children,4,Medium user (7-4)
201185676,0.339166092,Rio Branco,Acre,Norte,35 a 44,Higher Education,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Married,Heterosexual,Evangelical,Woman,Children,11,Heavy user (14-8)
201231013,0.136247599,Rio Branco,Acre,Norte,35 a 44,Secondary,C2,"Up to R$ 1,412.00",Always connected,Black,Single,Heterosexual,Catholic,Woman,Children,4,Medium user (7-4)
201235967,0.310188828,Rio Branco,Acre,Norte,16 a 24,Higher Education,C2,"Up to R$ 1,412.00",Always connected,Mixed,Single,Heterosexual,Evangelical,Woman,No children,0,No user (0)
201240108,0.179340164,Rio Branco,Acre,Norte,16 a 24,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,Heterosexual,Catholic,Man,No children,2,Low user (3-1)
201247466,0.310188828,Rio Branco,Acre,Norte,16 a 24,Higher Education,D/E,Don’t know,Always connected,Mixed,Single,Heterosexual,Evangelical,Woman,No children,0,No user (0)
201251654,0.123836735,Rio Branco,Acre,Norte,16 a 24,Secondary,D/E,"Up to R$ 1,412.00",Sometimes connected,Black,Single,Heterosexual,Evangelical,Man,No children,0,No user (0)
201253253,0.12460704,Rio Branco,Acre,Norte,16 a 24,Secondary,C2,Don’t know,Always connected,Black,Single,LGBTQIAPN+,Evangelical,Woman,No children,0,No user (0)
201256201,0.248982454,Rio Branco,Acre,Norte,45 a 59,Secondary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Always connected,White,Married,LGBTQIAPN+,Catholic,Man,No children,5,Medium user (7-4)
201261610,0.348997609,Rio Branco,Acre,Norte,25 a 34,Elementary,C2,Don’t know,Always connected,Mixed,Married,Heterosexual,Catholic,Woman,Children,0,No user (0)
201262396,0.430642941,Rio Branco,Acre,Norte,45 a 59,Higher Education,C1,"From R$ 4,237.00 to R$ 7,060.00",Always connected,White,Married,Heterosexual,Evangelical,Woman,Children,3,Low user (3-1)
201265693,0.272645129,Rio Branco,Acre,Norte,60 +,Elementary,D/E,"From R$ 2,825.00 to R$ 4,236.00",Sometimes connected,Mixed,Married,Heterosexual,Evangelical,Man,Children,0,No user (0)
201268872,0.222074615,Rio Branco,Acre,Norte,60 +,Secondary,D/E,"Up to R$ 1,412.00",Always connected,White,Married,Heterosexual,Catholic,Woman,No children,1,Low user (3-1)
201285504,0.009780419,Rio Branco,Acre,Norte,16 a 24,Secondary,D/E,Don’t know,Always connected,Asian,Single,Heterosexual,Atheist / No religion,Woman,No children,0,No user (0)
201285648,0.180455719,Rio Branco,Acre,Norte,16 a 24,Secondary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,Mixed,Single,Heterosexual,Evangelical,Woman,No children,1,Low user (3-1)
201288341,0.286395712,Rio Branco,Acre,Norte,45 a 59,Higher Education,B1,"From R$ 14,121.00 to R$ 28,240.00",Almost always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,6,Medium user (7-4)
201290530,0.010182784,Rio Branco,Acre,Norte,25 a 34,Secondary,D/E,"Up to R$ 1,412.00",Never connected,Asian,Single,Heterosexual,Evangelical,Man,No children,0,No user (0)
201293344,0.310188828,Rio Branco,Acre,Norte,16 a 24,Higher Education,B1,"From R$ 7,061.00 to R$ 14,120.00",Always connected,Mixed,Single,LGBTQIAPN+,Other,Woman,No children,11,Heavy user (14-8)
201293389,0.282507862,Rio Branco,Acre,Norte,25 a 34,Secondary,D/E,"Up to R$ 1,412.00",Always connected,White,Single,Heterosexual,Undefined,Woman,No children,2,Low user (3-1)
201296308,0.506839157,Rio Branco,Acre,Norte,35 a 44,Higher Education,C1,"From R$ 2,825.00 to R$ 4,236.00",Sometimes connected,White,Single,LGBTQIAPN+,Catholic,Woman,Children,1,Low user (3-1)
201296605,0.166613816,Rio Branco,Acre,Norte,45 a 59,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,Heterosexual,Catholic,Man,Children,2,Low user (3-1)
201296606,0.337069409,Rio Branco,Acre,Norte,35 a 44,Higher Education,C1,"From R$ 7,061.00 to R$ 14,120.00",Always connected,Mixed,Single,Heterosexual,Evangelical,Man,Children,4,Medium user (7-4)
201296607,0.307581816,Rio Branco,Acre,Norte,45 a 59,Elementary,D/E,"Up to R$ 1,412.00",Sometimes connected,Mixed,Married,Heterosexual,Catholic,Man,Children,1,Low user (3-1)
201296608,0.240987425,Rio Branco,Acre,Norte,25 a 34,Elementary,D/E,"Up to R$ 1,412.00",Almost always connected,Black,Married,Heterosexual,Evangelical,Woman,Children,0,No user (0)
201298688,0.339166092,Rio Branco,Acre,Norte,35 a 44,Higher Education,C2,"Up to R$ 1,412.00",Almost always connected,Mixed,Married,Heterosexual,Evangelical,Woman,Children,1,Low user (3-1)
201300730,0.187879639,Rio Branco,Acre,Norte,25 a 34,Secondary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,2,Low user (3-1)
201301824,0.482606259,Rio Branco,Acre,Norte,25 a 34,Higher Education,D/E,"Up to R$ 1,412.00",Always connected,White,Married,Heterosexual,Evangelical,Man,No children,4,Medium user (7-4)
201303580,0.187879639,Rio Branco,Acre,Norte,25 a 34,Secondary,C2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Married,Heterosexual,Evangelical,Man,Children,3,Low user (3-1)
201304522,0.26966736,Rio Branco,Acre,Norte,16 a 24,Secondary,B2,"From R$ 2,825.00 to R$ 4,236.00",Sometimes connected,White,Single,LGBTQIAPN+,Catholic,Woman,No children,0,No user (0)
201306233,0.223001173,Rio Branco,Acre,Norte,25 a 34,Higher Education,D/E,"Up to R$ 1,412.00",Always connected,Black,Married,Heterosexual,Evangelical,Man,Children,0,No user (0)
201306429,0.310188828,Rio Branco,Acre,Norte,16 a 24,Higher Education,C2,"Up to R$ 1,412.00",Always connected,Mixed,Single,Heterosexual,Catholic,Woman,No children,8,Heavy user (14-8)
201307151,0.310188828,Rio Branco,Acre,Norte,16 a 24,Higher Education,C2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Single,Heterosexual,Evangelical,Woman,No children,1,Low user (3-1)
201308194,0.019620059,Rio Branco,Acre,Norte,35 a 44,Elementary,C1,"From R$ 1,413.00 to R$ 2,824.00",Sometimes connected,Asian,Married,Heterosexual,Evangelical,Man,Children,2,Low user (3-1)
201308986,0.308271278,Rio Branco,Acre,Norte,16 a 24,Higher Education,D/E,"Up to R$ 1,412.00",Almost always connected,Mixed,Single,Heterosexual,Catholic,Man,No children,1,Low user (3-1)
201309110,0.308271278,Rio Branco,Acre,Norte,16 a 24,Higher Education,C1,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Mixed,Single,Heterosexual,Evangelical,Man,No children,4,Medium user (7-4)
201311358,0.324958803,Rio Branco,Acre,Norte,25 a 34,Higher Education,C2,"Up to R$ 1,412.00",Always connected,Mixed,Separated,Heterosexual,Evangelical,Woman,Children,5,Medium user (7-4)
201312702,0.167650209,Rio Branco,Acre,Norte,45 a 59,Secondary,D/E,"Up to R$ 1,412.00",Never connected,Mixed,Widowed,Heterosexual,Catholic,Woman,Children,0,No user (0)
201312703,0.03232771,Rio Branco,Acre,Norte,35 a 44,Secondary,C2,"Up to R$ 1,412.00",Never connected,Indigenous,Separated,Heterosexual,Afro-Brazilian,Woman,Children,0,No user (0)
201314086,0.282507862,Rio Branco,Acre,Norte,25 a 34,Secondary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Never connected,White,Separated,Heterosexual,Atheist / No religion,Woman,Children,4,Medium user (7-4)
201315602,0.308271278,Rio Branco,Acre,Norte,16 a 24,Higher Education,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Married,Heterosexual,Evangelical,Man,No children,8,Heavy user (14-8)
201317362,0.179340164,Rio Branco,Acre,Norte,16 a 24,Secondary,D/E,Refused to answer,Almost always connected,Mixed,Single,Heterosexual,Evangelical,Man,No children,5,Medium user (7-4)
201318795,0.180455719,Rio Branco,Acre,Norte,16 a 24,Secondary,D/E,Don’t know,Always connected,Mixed,Single,Heterosexual,Evangelical,Woman,No children,0,No user (0)
201320149,0.196093789,Rio Branco,Acre,Norte,35 a 44,Secondary,C2,Refused to answer,Almost always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,0,No user (0)
201346772,0.339166092,Rio Branco,Acre,Norte,35 a 44,Higher Education,C1,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Mixed,Married,Heterosexual,Evangelical,Woman,Children,3,Low user (3-1)
201351400,0.309495077,Rio Branco,Acre,Norte,45 a 59,Elementary,D/E,"Up to R$ 1,412.00",Never connected,Mixed,Single,Heterosexual,Catholic,Woman,Children,0,No user (0)
201354076,0.248982454,Rio Branco,Acre,Norte,45 a 59,Secondary,C2,"Up to R$ 1,412.00",Almost always connected,White,Separated,Other,Catholic,Man,Children,2,Low user (3-1)
201355703,0.016670456,Rio Branco,Acre,Norte,45 a 59,Elementary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Never connected,Asian,Married,Other,Evangelical,Man,Children,0,No user (0)
201358650,0.179340164,Rio Branco,Acre,Norte,16 a 24,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Single,Heterosexual,Evangelical,Man,No children,6,Medium user (7-4)
201363139,0.009086381,Rio Branco,Acre,Norte,45 a 59,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Asian,Married,Heterosexual,Catholic,Woman,Children,6,Medium user (7-4)
201364912,0.23949767,Rio Branco,Acre,Norte,25 a 34,Elementary,C2,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,Black,Married,Heterosexual,Catholic,Man,Children,1,Low user (3-1)
201366612,0.364255881,Rio Branco,Acre,Norte,35 a 44,Elementary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,Mixed,Married,Heterosexual,Catholic,Woman,Children,0,No user (0)
201366684,0.197313558,Rio Branco,Acre,Norte,35 a 44,Secondary,C2,"Up to R$ 1,412.00",Always connected,Mixed,Separated,Heterosexual,Catholic,Woman,Children,4,Medium user (7-4)
201366685,0.307581816,Rio Branco,Acre,Norte,45 a 59,Elementary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Married,Heterosexual,Evangelical,Man,Children,3,Low user (3-1)
201366686,0.130540339,Rio Branco,Acre,Norte,25 a 34,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Black,Single,Heterosexual,Evangelical,Woman,Children,6,Medium user (7-4)
201366687,0.189048313,Rio Branco,Acre,Norte,25 a 34,Secondary,C2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Married,Heterosexual,Evangelical,Woman,Children,4,Medium user (7-4)
201366688,0.197313558,Rio Branco,Acre,Norte,35 a 44,Secondary,C2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Single,Heterosexual,Catholic,Woman,Children,9,Heavy user (14-8)
201366689,0.250531208,Rio Branco,Acre,Norte,45 a 59,Secondary,D/E,"Up to R$ 1,412.00",Sometimes connected,White,Single,Heterosexual,Catholic,Woman,Children,0,No user (0)
201368023,0.019742103,Rio Branco,Acre,Norte,35 a 44,Elementary,D/E,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Asian,Single,Heterosexual,Catholic,Woman,Children,0,No user (0)
201368055,0.180455719,Rio Branco,Acre,Norte,16 a 24,Secondary,D/E,"Up to R$ 1,412.00",Almost always connected,Mixed,Married,Heterosexual,Evangelical,Woman,No children,4,Medium user (7-4)
201388715,0.286395712,Rio Branco,Acre,Norte,45 a 59,Higher Education,B2,"From R$ 4,237.00 to R$ 7,060.00",Sometimes connected,Mixed,Separated,Heterosexual,Atheist / No religion,Man,No children,1,Low user (3-1)
201389463,0.307581816,Rio Branco,Acre,Norte,45 a 59,Elementary,C1,"From R$ 2,825.00 to R$ 4,236.00",Never connected,Mixed,Single,Other,Catholic,Man,Children,3,Low user (3-1)
201391429,0.250531208,Rio Branco,Acre,Norte,45 a 59,Secondary,C1,"From R$ 4,237.00 to R$ 7,060.00",Always connected,White,Single,Heterosexual,Catholic,Woman,Children,2,Low user (3-1)
201391430,0.459640607,Rio Branco,Acre,Norte,45 a 59,Elementary,C1,"Up to R$ 1,412.00",Always connected,White,Married,Heterosexual,Evangelical,Man,Children,2,Low user (3-1)
201407251,0.333135026,Rio Branco,Acre,Norte,16 a 24,Elementary,D/E,Don’t know,Always connected,Mixed,Married,LGBTQIAPN+,Catholic,Woman,Children,1,Low user (3-1)
201408259,1.426573409,Rio Branco,Acre,Norte,16 a 24,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,NA,Single,LGBTQIAPN+,Atheist / No religion,Woman,No children,10,Heavy user (14-8)
201410006,0.187879639,Rio Branco,Acre,Norte,25 a 34,Secondary,D/E,"Up to R$ 1,412.00",Almost always connected,Mixed,Single,Heterosexual,Evangelical,Man,Children,0,No user (0)
201410862,0.166613816,Rio Branco,Acre,Norte,45 a 59,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Sometimes connected,Mixed,Married,Heterosexual,Evangelical,Man,Children,1,Low user (3-1)
201410863,0.032127864,Rio Branco,Acre,Norte,35 a 44,Secondary,C2,"Up to R$ 1,412.00",Always connected,Indigenous,Married,Heterosexual,Evangelical,Man,No children,2,Low user (3-1)
201410864,0.197313558,Rio Branco,Acre,Norte,35 a 44,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Married,Heterosexual,Catholic,Woman,Children,3,Low user (3-1)
201411493,0.268000309,Rio Branco,Acre,Norte,16 a 24,Secondary,B1,"From R$ 7,061.00 to R$ 14,120.00",Always connected,White,Single,Heterosexual,Atheist / No religion,Man,No children,5,Medium user (7-4)
201413028,0.179340164,Rio Branco,Acre,Norte,16 a 24,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,LGBTQIAPN+,Afro-Brazilian,Man,No children,3,Low user (3-1)
201414819,0.187879639,Rio Branco,Acre,Norte,25 a 34,Secondary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,Mixed,Single,Heterosexual,Catholic,Man,Children,4,Medium user (7-4)
201437383,0.506839157,Rio Branco,Acre,Norte,35 a 44,Higher Education,D/E,Don’t know,Always connected,White,Single,Heterosexual,Catholic,Woman,Children,1,Low user (3-1)
201438209,0.196093789,Rio Branco,Acre,Norte,35 a 44,Secondary,D/E,"Up to R$ 1,412.00",Always connected,Mixed,Married,Heterosexual,Evangelical,Man,Children,1,Low user (3-1)
201439813,0.016670456,Rio Branco,Acre,Norte,45 a 59,Elementary,C2,"Up to R$ 1,412.00",Almost always connected,Asian,Married,Heterosexual,Evangelical,Man,Children,1,Low user (3-1)
201439986,0.307581816,Rio Branco,Acre,Norte,45 a 59,Elementary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Married,Heterosexual,Catholic,Man,No children,2,Low user (3-1)
201441214,0.115764668,Rio Branco,Acre,Norte,45 a 59,Secondary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Black,Married,Heterosexual,Evangelical,Woman,Children,6,Medium user (7-4)
201441437,0.255444576,Rio Branco,Acre,Norte,60 +,Higher Education,C1,"Up to R$ 1,412.00",Almost always connected,Mixed,Single,Heterosexual,Evangelical,Woman,Children,5,Medium user (7-4)
201441759,0.272645129,Rio Branco,Acre,Norte,60 +,Elementary,C1,"Up to R$ 1,412.00",Never connected,Mixed,Married,Heterosexual,Catholic,Man,Children,4,Medium user (7-4)
201441896,0.459640607,Rio Branco,Acre,Norte,45 a 59,Elementary,D/E,"From R$ 2,825.00 to R$ 4,236.00",Always connected,White,Married,Heterosexual,Catholic,Man,Children,5,Medium user (7-4)
201442507,0.12460704,Rio Branco,Acre,Norte,16 a 24,Secondary,C2,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,Black,Single,Heterosexual,Evangelical,Woman,No children,7,Medium user (7-4)
201442978,0.03232771,Rio Branco,Acre,Norte,35 a 44,Secondary,D/E,"Up to R$ 1,412.00",Sometimes connected,Indigenous,Married,Other,Evangelical,Woman,Children,1,Low user (3-1)
201444175,0.189048313,Rio Branco,Acre,Norte,25 a 34,Secondary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,Mixed,Married,Heterosexual,Evangelical,Woman,Children,0,No user (0)
201445813,0.016774152,Rio Branco,Acre,Norte,45 a 59,Elementary,D/E,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,Asian,Married,Heterosexual,Catholic,Woman,Children,0,No user (0)
201447009,0.180455719,Rio Branco,Acre,Norte,16 a 24,Secondary,C2,"Up to R$ 1,412.00",Always connected,Mixed,Single,Heterosexual,Evangelical,Woman,Children,4,Medium user (7-4)
201447214,0.26966736,Rio Branco,Acre,Norte,16 a 24,Secondary,C2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,White,Single,Heterosexual,Atheist / No religion,Woman,No children,2,Low user (3-1)
201448337,0.309495077,Rio Branco,Acre,Norte,45 a 59,Elementary,D/E,Don’t know,Never connected,Mixed,Widowed,Heterosexual,Catholic,Woman,No children,0,No user (0)
201448673,0.309495077,Rio Branco,Acre,Norte,45 a 59,Elementary,C2,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,Mixed,Married,Heterosexual,Atheist / No religion,Woman,Children,4,Medium user (7-4)
201450162,0.197313558,Rio Branco,Acre,Norte,35 a 44,Secondary,D/E,"Up to R$ 1,412.00",Almost always connected,Mixed,Separated,Heterosexual,Evangelical,Woman,Children,3,Low user (3-1)
201452082,0.148607656,Rio Branco,Acre,Norte,60 +,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Married,Heterosexual,Evangelical,Woman,Children,6,Medium user (7-4)
201452130,0.274341072,Rio Branco,Acre,Norte,60 +,Elementary,C2,Don’t know,Sometimes connected,Mixed,Single,Heterosexual,Catholic,Woman,Children,0,No user (0)
201453143,0.309495077,Rio Branco,Acre,Norte,45 a 59,Elementary,C2,"Up to R$ 1,412.00",Always connected,Mixed,Separated,Heterosexual,Evangelical,Woman,Children,0,No user (0)
201453144,0.333135026,Rio Branco,Acre,Norte,16 a 24,Elementary,C2,"Up to R$ 1,412.00",Always connected,Mixed,Single,Heterosexual,Catholic,Woman,No children,7,Medium user (7-4)
201453145,0.339166092,Rio Branco,Acre,Norte,35 a 44,Higher Education,C1,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,Mixed,Married,Heterosexual,Catholic,Woman,Children,11,Heavy user (14-8)
201453967,0.009086381,Rio Branco,Acre,Norte,45 a 59,Secondary,B2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Asian,Widowed,Heterosexual,Evangelical,Woman,Children,2,Low user (3-1)
201454504,0.346840148,Rio Branco,Acre,Norte,25 a 34,Elementary,D/E,"Up to R$ 1,412.00",Always connected,Mixed,Separated,Heterosexual,Other,Man,Children,4,Medium user (7-4)
201455625,0.309495077,Rio Branco,Acre,Norte,45 a 59,Elementary,C2,Don’t know,Always connected,Mixed,Separated,Heterosexual,Evangelical,Woman,Children,2,Low user (3-1)
201455961,0.189048313,Rio Branco,Acre,Norte,25 a 34,Secondary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,LGBTQIAPN+,Atheist / No religion,Woman,No children,2,Low user (3-1)
201458604,0.167650209,Rio Branco,Acre,Norte,45 a 59,Secondary,C2,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,Mixed,Married,Heterosexual,Evangelical,Woman,Children,0,No user (0)
201458968,0.322949947,Rio Branco,Acre,Norte,25 a 34,Higher Education,C1,"Up to R$ 1,412.00",Always connected,Mixed,Single,Heterosexual,Catholic,Man,No children,3,Low user (3-1)
201459550,0.307581816,Rio Branco,Acre,Norte,45 a 59,Elementary,D/E,Don’t know,Never connected,Mixed,Single,Heterosexual,Evangelical,Man,Children,5,Medium user (7-4)
201459653,0.286395712,Rio Branco,Acre,Norte,45 a 59,Higher Education,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Separated,Heterosexual,Evangelical,Man,Children,6,Medium user (7-4)
201461757,0.333135026,Rio Branco,Acre,Norte,16 a 24,Elementary,C2,Refused to answer,Sometimes connected,Mixed,Single,Heterosexual,Evangelical,Woman,No children,1,Low user (3-1)
